,S,I,R
87,230.0,143.0,27.0
88,229.0,144.0,27.0
89,228.0,145.0,27.0
90,227.0,146.0,27.0
91,226.0,147.0,27.0
92,225.0,147.0,28.0
93,224.0,148.0,28.0
94,224.0,147.0,29.0
95,223.0,148.0,29.0
96,222.0,148.0,30.0
97,221.0,149.0,30.0
98,220.0,149.0,31.0
99,220.0,148.0,32.0
100,219.0,149.0,32.0
101,218.0,150.0,32.0
102,218.0,149.0,33.0
103,218.0,148.0,34.0
104,217.0,148.0,35.0
105,216.0,148.0,36.0
106,215.0,149.0,36.0
107,215.0,149.0,36.0
108,215.0,148.0,37.0
109,216.0,147.0,37.0
110,216.0,147.0,37.0
111,215.0,147.0,38.0
112,214.0,148.0,38.0
113,213.0,149.0,38.0
114,212.0,150.0,38.0
115,212.0,149.0,39.0
116,212.0,149.0,39.0
117,212.0,149.0,39.0
118,211.0,150.0,39.0
119,210.0,151.0,39.0
120,209.0,152.0,39.0
121,209.0,152.0,39.0
122,209.0,152.0,39.0
123,208.0,152.0,40.0
124,207.0,152.0,41.0
125,207.0,151.0,42.0
126,206.0,152.0,42.0
127,205.0,153.0,42.0
128,205.0,152.0,43.0
129,205.0,151.0,44.0
130,205.0,151.0,44.0
131,205.0,151.0,44.0
132,204.0,152.0,44.0
133,203.0,152.0,45.0
134,202.0,153.0,45.0
135,201.0,154.0,45.0
136,200.0,154.0,46.0
137,199.0,155.0,46.0
138,198.0,155.0,47.0
139,197.0,155.0,48.0
140,196.0,155.0,49.0
141,195.0,156.0,49.0
142,194.0,157.0,49.0
143,193.0,158.0,49.0
144,192.0,159.0,49.0
145,191.0,159.0,50.0
146,190.0,160.0,50.0
147,189.0,160.0,51.0
148,189.0,160.0,51.0
149,188.0,160.0,52.0
150,187.0,161.0,52.0
151,187.0,160.0,53.0
152,186.0,160.0,54.0
153,186.0,159.0,55.0
154,186.0,159.0,55.0
155,186.0,159.0,55.0
156,185.0,160.0,55.0
157,184.0,160.0,56.0
158,183.0,161.0,56.0
159,183.0,161.0,56.0
160,183.0,161.0,56.0
161,183.0,161.0,56.0
162,182.0,161.0,57.0
163,181.0,162.0,57.0
164,180.0,162.0,58.0
165,179.0,163.0,58.0
166,179.0,162.0,59.0
167,178.0,162.0,60.0
168,178.0,162.0,60.0
169,178.0,162.0,60.0
170,178.0,162.0,60.0
171,177.0,163.0,60.0
172,176.0,164.0,60.0
173,175.0,165.0,60.0
174,174.0,166.0,60.0
175,174.0,166.0,60.0
176,173.0,167.0,60.0
177,174.0,166.0,60.0
178,173.0,167.0,60.0
179,172.0,168.0,60.0
180,171.0,169.0,60.0
181,170.0,170.0,60.0
182,169.0,171.0,60.0
183,168.0,172.0,60.0
184,168.0,172.0,60.0
185,167.0,172.0,61.0
186,166.0,173.0,61.0
187,165.0,174.0,61.0
188,165.0,173.0,62.0
189,165.0,173.0,62.0
190,164.0,173.0,63.0
191,164.0,173.0,63.0
192,163.0,173.0,64.0
193,162.0,173.0,65.0
194,161.0,174.0,65.0
195,161.0,174.0,65.0
196,161.0,174.0,65.0
197,160.0,175.0,65.0
198,159.0,176.0,65.0
199,159.0,176.0,65.0
200,160.0,175.0,65.0
201,160.0,175.0,65.0
202,160.0,174.0,66.0
203,160.0,174.0,66.0
204,159.0,175.0,66.0
205,158.0,176.0,66.0
206,157.0,177.0,66.0
207,157.0,177.0,66.0
208,157.0,177.0,66.0
209,156.0,178.0,66.0
210,156.0,178.0,66.0
211,155.0,179.0,66.0
212,154.0,180.0,66.0
213,153.0,180.0,67.0
214,152.0,180.0,68.0
215,151.0,180.0,69.0
216,150.0,181.0,69.0
217,150.0,181.0,69.0
218,149.0,182.0,69.0
219,148.0,183.0,69.0
220,148.0,182.0,70.0
221,147.0,183.0,70.0
222,147.0,183.0,70.0
223,146.0,184.0,70.0
224,145.0,184.0,71.0
225,144.0,184.0,72.0
226,143.0,184.0,73.0
227,142.0,185.0,73.0
228,141.0,186.0,73.0
229,140.0,187.0,73.0
230,140.0,186.0,74.0
231,139.0,186.0,75.0
232,139.0,185.0,76.0
233,138.0,185.0,77.0
234,137.0,185.0,78.0
235,137.0,185.0,78.0
236,136.0,186.0,78.0
237,135.0,187.0,78.0
238,134.0,187.0,79.0
239,133.0,188.0,79.0
240,132.0,188.0,80.0
241,132.0,187.0,81.0
242,132.0,187.0,81.0
243,131.0,188.0,81.0
244,131.0,188.0,81.0
245,130.0,188.0,82.0
246,129.0,189.0,82.0
247,129.0,189.0,82.0
248,129.0,188.0,83.0
249,129.0,188.0,83.0
250,128.0,188.0,84.0
251,127.0,189.0,84.0
252,126.0,189.0,85.0
253,126.0,189.0,85.0
254,127.0,188.0,85.0
255,127.0,187.0,86.0
256,128.0,186.0,86.0
257,128.0,186.0,86.0
258,128.0,186.0,86.0
259,128.0,186.0,86.0
260,128.0,186.0,86.0
261,127.0,186.0,87.0
262,127.0,185.0,88.0
263,127.0,185.0,88.0
264,126.0,186.0,88.0
265,127.0,185.0,88.0
266,127.0,184.0,89.0
267,127.0,183.0,90.0
268,126.0,183.0,91.0
269,125.0,183.0,92.0
270,124.0,184.0,92.0
271,124.0,184.0,92.0
272,124.0,183.0,93.0
273,123.0,184.0,93.0
274,123.0,184.0,93.0
275,123.0,184.0,93.0
276,122.0,184.0,94.0
277,121.0,185.0,94.0
278,121.0,185.0,94.0
279,121.0,185.0,94.0
280,121.0,185.0,94.0
281,120.0,185.0,95.0
282,119.0,186.0,95.0
283,118.0,187.0,95.0
284,118.0,187.0,95.0
285,118.0,186.0,96.0
286,118.0,186.0,96.0
287,118.0,186.0,96.0
288,118.0,185.0,97.0
289,118.0,184.0,98.0
290,118.0,183.0,99.0
291,117.0,184.0,99.0
292,117.0,184.0,99.0
293,116.0,185.0,99.0
294,116.0,185.0,99.0
295,116.0,185.0,99.0
296,117.0,184.0,99.0
297,117.0,184.0,99.0
298,116.0,185.0,99.0
299,115.0,185.0,100.0
300,115.0,185.0,100.0
301,115.0,184.0,101.0
302,114.0,185.0,101.0
303,114.0,185.0,101.0
304,113.0,186.0,101.0
305,112.0,187.0,101.0
306,111.0,187.0,102.0
307,110.0,188.0,102.0
308,109.0,189.0,102.0
309,108.0,190.0,102.0
310,107.0,190.0,103.0
311,106.0,191.0,103.0
312,106.0,191.0,103.0
313,105.0,192.0,103.0
314,104.0,193.0,103.0
315,103.0,194.0,103.0
316,103.0,194.0,103.0
317,103.0,193.0,104.0
318,102.0,193.0,105.0
319,101.0,194.0,105.0
320,101.0,194.0,105.0
321,100.0,195.0,105.0
322,99.0,195.0,106.0
323,99.0,194.0,107.0
324,99.0,194.0,107.0
325,98.0,195.0,107.0
326,97.0,196.0,107.0
327,97.0,196.0,107.0
328,97.0,195.0,108.0
329,96.0,196.0,108.0
330,97.0,195.0,108.0
331,96.0,195.0,109.0
332,95.0,196.0,109.0
333,95.0,196.0,109.0
334,95.0,196.0,109.0
335,95.0,196.0,109.0
336,95.0,195.0,110.0
337,95.0,195.0,110.0
338,95.0,194.0,111.0
339,94.0,194.0,112.0
340,94.0,194.0,112.0
341,95.0,193.0,112.0
342,94.0,194.0,112.0
343,95.0,193.0,112.0
344,95.0,193.0,112.0
345,95.0,192.0,113.0
346,95.0,192.0,113.0
347,95.0,192.0,113.0
348,95.0,192.0,113.0
349,94.0,193.0,113.0
350,94.0,193.0,113.0
351,94.0,192.0,114.0
352,94.0,192.0,114.0
353,94.0,192.0,114.0
354,93.0,192.0,115.0
355,93.0,192.0,115.0
356,93.0,192.0,115.0
357,93.0,192.0,115.0
358,93.0,191.0,116.0
359,92.0,191.0,117.0
360,92.0,191.0,117.0
361,91.0,191.0,118.0
362,91.0,191.0,118.0
363,91.0,190.0,119.0
364,91.0,190.0,119.0
365,90.0,190.0,120.0
366,90.0,190.0,120.0
367,89.0,191.0,120.0
368,89.0,191.0,120.0
369,88.0,192.0,120.0
370,88.0,192.0,120.0
371,87.0,193.0,120.0
372,87.0,193.0,120.0
373,87.0,193.0,120.0
374,87.0,192.0,121.0
375,86.0,193.0,121.0
376,85.0,194.0,121.0
377,84.0,195.0,121.0
378,84.0,195.0,121.0
379,83.0,196.0,121.0
380,82.0,197.0,121.0
381,82.0,196.0,122.0
382,83.0,195.0,122.0
383,84.0,194.0,122.0
384,85.0,193.0,122.0
385,84.0,194.0,122.0
386,84.0,194.0,122.0
387,84.0,194.0,122.0
388,83.0,194.0,123.0
389,83.0,194.0,123.0
390,82.0,194.0,124.0
391,82.0,193.0,125.0
392,82.0,193.0,125.0
393,81.0,194.0,125.0
394,81.0,194.0,125.0
395,80.0,195.0,125.0
396,80.0,195.0,125.0
397,79.0,196.0,125.0
398,78.0,196.0,126.0
399,77.0,196.0,127.0
400,77.0,196.0,127.0
401,77.0,196.0,127.0
402,76.0,197.0,127.0
403,77.0,196.0,127.0
404,77.0,196.0,127.0
405,77.0,195.0,128.0
406,77.0,195.0,128.0
407,78.0,194.0,128.0
408,77.0,195.0,128.0
409,77.0,194.0,129.0
410,76.0,194.0,130.0
411,76.0,194.0,130.0
412,76.0,194.0,130.0
413,76.0,194.0,130.0
414,75.0,194.0,131.0
415,75.0,193.0,132.0
416,76.0,192.0,132.0
417,75.0,192.0,133.0
418,76.0,191.0,133.0
419,77.0,190.0,133.0
420,76.0,191.0,133.0
421,76.0,191.0,133.0
422,76.0,190.0,134.0
423,76.0,190.0,134.0
424,76.0,190.0,134.0
425,76.0,190.0,134.0
426,76.0,189.0,135.0
427,77.0,188.0,135.0
428,78.0,187.0,135.0
429,77.0,188.0,135.0
430,78.0,187.0,135.0
431,77.0,187.0,136.0
432,77.0,187.0,136.0
433,77.0,187.0,136.0
434,77.0,187.0,136.0
435,78.0,186.0,136.0
436,78.0,186.0,136.0
437,78.0,185.0,137.0
438,78.0,184.0,138.0
439,77.0,184.0,139.0
440,77.0,183.0,140.0
441,76.0,184.0,140.0
442,76.0,184.0,140.0
443,76.0,184.0,140.0
444,76.0,184.0,140.0
445,75.0,184.0,141.0
446,75.0,184.0,141.0
447,75.0,184.0,141.0
448,76.0,183.0,141.0
449,75.0,184.0,141.0
450,76.0,183.0,141.0
451,75.0,183.0,142.0
452,74.0,184.0,142.0
453,73.0,184.0,143.0
454,73.0,184.0,143.0
455,72.0,185.0,143.0
456,71.0,185.0,144.0
457,71.0,185.0,144.0
458,71.0,185.0,144.0
459,71.0,185.0,144.0
460,70.0,186.0,144.0
461,70.0,185.0,145.0
462,70.0,185.0,145.0
463,70.0,184.0,146.0
464,69.0,184.0,147.0
465,69.0,184.0,147.0
466,70.0,183.0,147.0
467,70.0,182.0,148.0
468,71.0,181.0,148.0
469,71.0,181.0,148.0
470,71.0,180.0,149.0
471,70.0,180.0,150.0
472,70.0,180.0,150.0
473,69.0,181.0,150.0
474,69.0,180.0,151.0
475,69.0,180.0,151.0
476,69.0,180.0,151.0
477,69.0,179.0,152.0
478,70.0,178.0,152.0
479,70.0,178.0,152.0
480,70.0,177.0,153.0
481,70.0,176.0,154.0
482,70.0,176.0,154.0
483,70.0,176.0,154.0
484,70.0,176.0,154.0
485,71.0,175.0,154.0
486,71.0,175.0,154.0
487,70.0,176.0,154.0
488,71.0,175.0,154.0
489,70.0,176.0,154.0
490,69.0,177.0,154.0
491,68.0,178.0,154.0
492,68.0,177.0,155.0
493,68.0,177.0,155.0
494,67.0,177.0,156.0
495,66.0,177.0,157.0
496,66.0,177.0,157.0
497,65.0,178.0,157.0
498,64.0,179.0,157.0
499,64.0,179.0,157.0
500,63.0,180.0,157.0
501,63.0,179.0,158.0
502,63.0,179.0,158.0
503,62.0,180.0,158.0
504,62.0,180.0,158.0
505,62.0,180.0,158.0
506,62.0,180.0,158.0
507,62.0,180.0,158.0
508,62.0,180.0,158.0
509,62.0,180.0,158.0
510,62.0,180.0,158.0
511,62.0,179.0,159.0
512,61.0,180.0,159.0
513,61.0,180.0,159.0
514,61.0,180.0,159.0
515,61.0,180.0,159.0
516,60.0,180.0,160.0
517,59.0,180.0,161.0
518,58.0,181.0,161.0
519,58.0,181.0,161.0
520,58.0,181.0,161.0
521,58.0,180.0,162.0
522,58.0,179.0,163.0
523,57.0,179.0,164.0
524,57.0,179.0,164.0
525,56.0,180.0,164.0
526,56.0,179.0,165.0
527,57.0,178.0,165.0
528,57.0,178.0,165.0
529,57.0,178.0,165.0
530,57.0,178.0,165.0
531,58.0,177.0,165.0
532,59.0,176.0,165.0
533,59.0,176.0,165.0
534,60.0,175.0,165.0
535,60.0,174.0,166.0
536,60.0,174.0,166.0
537,60.0,174.0,166.0
538,60.0,173.0,167.0
539,60.0,173.0,167.0
540,61.0,172.0,167.0
541,60.0,172.0,168.0
542,60.0,172.0,168.0
543,60.0,172.0,168.0
544,59.0,173.0,168.0
545,60.0,172.0,168.0
546,60.0,172.0,168.0
547,60.0,171.0,169.0
548,60.0,171.0,169.0
549,59.0,172.0,169.0
550,59.0,172.0,169.0
551,59.0,172.0,169.0
552,59.0,172.0,169.0
553,59.0,172.0,169.0
554,59.0,172.0,169.0
555,59.0,171.0,170.0
556,59.0,171.0,170.0
557,59.0,171.0,170.0
558,59.0,171.0,170.0
559,59.0,171.0,170.0
560,58.0,172.0,170.0
561,58.0,172.0,170.0
562,58.0,171.0,171.0
563,59.0,170.0,171.0
564,60.0,169.0,171.0
565,59.0,170.0,171.0
566,59.0,170.0,171.0
567,59.0,170.0,171.0
568,59.0,169.0,172.0
569,59.0,169.0,172.0
570,59.0,168.0,173.0
571,60.0,167.0,173.0
572,59.0,168.0,173.0
573,59.0,168.0,173.0
574,60.0,167.0,173.0
575,60.0,167.0,173.0
576,59.0,168.0,173.0
577,58.0,168.0,174.0
578,59.0,167.0,174.0
579,59.0,167.0,174.0
580,59.0,166.0,175.0
581,58.0,166.0,176.0
582,59.0,165.0,176.0
583,58.0,166.0,176.0
584,57.0,167.0,176.0
585,57.0,167.0,176.0
586,57.0,167.0,176.0
587,57.0,167.0,176.0
588,57.0,167.0,176.0
589,57.0,167.0,176.0
590,57.0,166.0,177.0
591,57.0,165.0,178.0
592,57.0,165.0,178.0
593,57.0,165.0,178.0
594,57.0,165.0,178.0
595,56.0,165.0,179.0
596,56.0,165.0,179.0
597,56.0,165.0,179.0
598,56.0,165.0,179.0
599,56.0,165.0,179.0
600,56.0,165.0,179.0
601,57.0,164.0,179.0
602,58.0,163.0,179.0
603,57.0,163.0,180.0
604,57.0,163.0,180.0
605,58.0,162.0,180.0
606,57.0,163.0,180.0
607,57.0,163.0,180.0
608,57.0,163.0,180.0
609,58.0,162.0,180.0
610,58.0,162.0,180.0
611,58.0,162.0,180.0
612,59.0,161.0,180.0
613,58.0,162.0,180.0
614,59.0,161.0,180.0
615,59.0,160.0,181.0
616,59.0,160.0,181.0
617,59.0,160.0,181.0
618,59.0,160.0,181.0
619,59.0,159.0,182.0
620,58.0,160.0,182.0
621,58.0,160.0,182.0
622,59.0,159.0,182.0
623,59.0,159.0,182.0
624,58.0,159.0,183.0
625,58.0,158.0,184.0
626,57.0,159.0,184.0
627,56.0,160.0,184.0
628,56.0,160.0,184.0
629,55.0,161.0,184.0
630,54.0,162.0,184.0
631,54.0,161.0,185.0
632,53.0,162.0,185.0
633,54.0,161.0,185.0
634,54.0,160.0,186.0
635,54.0,159.0,187.0
636,53.0,159.0,188.0
637,53.0,159.0,188.0
638,53.0,159.0,188.0
639,53.0,158.0,189.0
640,53.0,158.0,189.0
641,54.0,157.0,189.0
642,54.0,157.0,189.0
643,53.0,157.0,190.0
644,54.0,156.0,190.0
645,54.0,155.0,191.0
646,54.0,155.0,191.0
647,54.0,154.0,192.0
648,54.0,154.0,192.0
649,54.0,154.0,192.0
650,55.0,153.0,192.0
651,55.0,153.0,192.0
652,55.0,153.0,192.0
653,55.0,153.0,192.0
654,55.0,153.0,192.0
655,55.0,153.0,192.0
656,55.0,152.0,193.0
657,56.0,151.0,193.0
658,56.0,151.0,193.0
659,56.0,151.0,193.0
660,56.0,151.0,193.0
661,56.0,151.0,193.0
662,55.0,152.0,193.0
663,55.0,152.0,193.0
664,55.0,152.0,193.0
665,54.0,153.0,193.0
666,54.0,153.0,193.0
667,54.0,153.0,193.0
668,54.0,153.0,193.0
669,55.0,152.0,193.0
670,55.0,152.0,193.0
671,54.0,153.0,193.0
672,54.0,153.0,193.0
673,54.0,153.0,193.0
674,54.0,153.0,193.0
675,54.0,153.0,193.0
676,54.0,153.0,193.0
677,53.0,153.0,194.0
678,53.0,153.0,194.0
679,52.0,154.0,194.0
680,53.0,153.0,194.0
681,53.0,153.0,194.0
682,53.0,153.0,194.0
683,53.0,153.0,194.0
684,54.0,152.0,194.0
685,54.0,152.0,194.0
686,54.0,152.0,194.0
687,53.0,153.0,194.0
688,54.0,152.0,194.0
689,55.0,151.0,194.0
690,55.0,151.0,194.0
691,56.0,150.0,194.0
692,57.0,149.0,194.0
693,57.0,149.0,194.0
694,57.0,148.0,195.0
695,57.0,148.0,195.0
696,57.0,148.0,195.0
697,57.0,148.0,195.0
698,57.0,148.0,195.0
699,56.0,149.0,195.0
700,56.0,148.0,196.0
701,55.0,149.0,196.0
702,55.0,149.0,196.0
703,55.0,149.0,196.0
704,55.0,149.0,196.0
705,56.0,148.0,196.0
706,56.0,148.0,196.0
707,55.0,149.0,196.0
708,56.0,148.0,196.0
709,56.0,147.0,197.0
710,56.0,146.0,198.0
711,56.0,145.0,199.0
712,56.0,145.0,199.0
713,55.0,146.0,199.0
714,56.0,145.0,199.0
715,56.0,144.0,200.0
716,56.0,143.0,201.0
717,57.0,142.0,201.0
718,57.0,142.0,201.0
719,57.0,142.0,201.0
720,58.0,141.0,201.0
721,59.0,140.0,201.0
722,60.0,139.0,201.0
723,60.0,139.0,201.0
724,60.0,139.0,201.0
725,59.0,140.0,201.0
726,59.0,140.0,201.0
727,58.0,141.0,201.0
728,58.0,141.0,201.0
729,58.0,141.0,201.0
730,58.0,141.0,201.0
731,57.0,142.0,201.0
732,57.0,142.0,201.0
733,57.0,142.0,201.0
734,57.0,141.0,202.0
735,57.0,141.0,202.0
736,58.0,140.0,202.0
737,59.0,139.0,202.0
738,59.0,139.0,202.0
739,59.0,139.0,202.0
740,59.0,139.0,202.0
741,59.0,139.0,202.0
742,60.0,138.0,202.0
743,60.0,138.0,202.0
744,61.0,137.0,202.0
745,62.0,136.0,202.0
746,62.0,135.0,203.0
747,62.0,135.0,203.0
748,62.0,135.0,203.0
749,62.0,135.0,203.0
750,61.0,135.0,204.0
751,62.0,134.0,204.0
752,61.0,135.0,204.0
753,61.0,134.0,205.0
754,62.0,133.0,205.0
755,62.0,133.0,205.0
756,62.0,133.0,205.0
757,62.0,133.0,205.0
758,62.0,133.0,205.0
759,63.0,132.0,205.0
760,64.0,131.0,205.0
761,64.0,131.0,205.0
762,63.0,132.0,205.0
763,63.0,132.0,205.0
764,62.0,133.0,205.0
765,62.0,133.0,205.0
766,62.0,133.0,205.0
767,62.0,133.0,205.0
768,62.0,133.0,205.0
769,63.0,132.0,205.0
770,62.0,133.0,205.0
771,62.0,133.0,205.0
772,62.0,133.0,205.0
773,63.0,132.0,205.0
774,63.0,132.0,205.0
775,63.0,132.0,205.0
776,64.0,131.0,205.0
777,64.0,131.0,205.0
778,63.0,132.0,205.0
779,63.0,132.0,205.0
780,63.0,132.0,205.0
781,63.0,132.0,205.0
782,63.0,132.0,205.0
783,63.0,132.0,205.0
784,63.0,132.0,205.0
785,63.0,132.0,205.0
786,63.0,132.0,205.0
787,62.0,133.0,205.0
788,63.0,132.0,205.0
789,63.0,132.0,205.0
790,63.0,132.0,205.0
791,63.0,132.0,205.0
792,63.0,132.0,205.0
793,64.0,131.0,205.0
794,63.0,132.0,205.0
795,63.0,132.0,205.0
796,64.0,131.0,205.0
797,63.0,132.0,205.0
798,63.0,132.0,205.0
799,62.0,133.0,205.0
800,62.0,133.0,205.0
801,61.0,134.0,205.0
802,61.0,134.0,205.0
803,62.0,133.0,205.0
804,62.0,133.0,205.0
805,62.0,133.0,205.0
806,63.0,132.0,205.0
807,63.0,132.0,205.0
808,63.0,132.0,205.0
809,62.0,133.0,205.0
810,62.0,133.0,205.0
811,62.0,133.0,205.0
812,62.0,133.0,205.0
813,62.0,132.0,206.0
814,63.0,131.0,206.0
815,63.0,131.0,206.0
816,63.0,130.0,207.0
817,63.0,130.0,207.0
818,63.0,130.0,207.0
819,63.0,130.0,207.0
820,63.0,130.0,207.0
821,64.0,129.0,207.0
822,64.0,129.0,207.0
823,64.0,129.0,207.0
824,63.0,130.0,207.0
825,63.0,130.0,207.0
826,63.0,129.0,208.0
827,62.0,130.0,208.0
828,61.0,131.0,208.0
829,61.0,131.0,208.0
830,60.0,132.0,208.0
831,60.0,132.0,208.0
832,59.0,133.0,208.0
833,59.0,133.0,208.0
834,60.0,132.0,208.0
835,60.0,132.0,208.0
836,60.0,132.0,208.0
837,60.0,132.0,208.0
838,61.0,131.0,208.0
839,61.0,131.0,208.0
840,62.0,130.0,208.0
841,62.0,130.0,208.0
842,62.0,130.0,208.0
843,63.0,129.0,208.0
844,63.0,129.0,208.0
845,63.0,129.0,208.0
846,63.0,129.0,208.0
847,63.0,129.0,208.0
848,63.0,129.0,208.0
849,62.0,130.0,208.0
850,61.0,130.0,209.0
851,60.0,131.0,209.0
852,61.0,130.0,209.0
853,61.0,129.0,210.0
854,61.0,129.0,210.0
855,60.0,130.0,210.0
856,59.0,131.0,210.0
857,59.0,131.0,210.0
858,59.0,131.0,210.0
859,58.0,131.0,211.0
860,58.0,131.0,211.0
861,58.0,131.0,211.0
862,58.0,131.0,211.0
863,58.0,130.0,212.0
864,58.0,130.0,212.0
865,59.0,129.0,212.0
866,58.0,130.0,212.0
867,58.0,130.0,212.0
868,58.0,130.0,212.0
869,59.0,129.0,212.0
870,59.0,129.0,212.0
871,59.0,129.0,212.0
872,59.0,129.0,212.0
873,59.0,129.0,212.0
874,59.0,129.0,212.0
875,59.0,128.0,213.0
876,59.0,128.0,213.0
877,59.0,127.0,214.0
878,59.0,127.0,214.0
879,58.0,128.0,214.0
880,58.0,128.0,214.0
881,58.0,128.0,214.0
882,58.0,128.0,214.0
883,58.0,128.0,214.0
884,57.0,129.0,214.0
885,57.0,129.0,214.0
886,57.0,129.0,214.0
887,57.0,129.0,214.0
888,58.0,128.0,214.0
889,59.0,127.0,214.0
890,60.0,126.0,214.0
891,60.0,126.0,214.0
892,61.0,125.0,214.0
893,60.0,126.0,214.0
894,61.0,125.0,214.0
895,61.0,124.0,215.0
896,60.0,125.0,215.0
897,60.0,125.0,215.0
898,61.0,124.0,215.0
899,62.0,123.0,215.0
900,61.0,124.0,215.0
901,61.0,124.0,215.0
902,61.0,124.0,215.0
903,62.0,123.0,215.0
904,61.0,124.0,215.0
905,61.0,124.0,215.0
906,60.0,125.0,215.0
907,61.0,124.0,215.0
908,61.0,124.0,215.0
909,62.0,123.0,215.0
910,62.0,123.0,215.0
911,63.0,122.0,215.0
912,63.0,122.0,215.0
913,64.0,121.0,215.0
914,64.0,121.0,215.0
915,64.0,121.0,215.0
916,64.0,121.0,215.0
917,64.0,121.0,215.0
918,64.0,121.0,215.0
919,65.0,120.0,215.0
920,66.0,119.0,215.0
921,67.0,118.0,215.0
922,67.0,118.0,215.0
923,68.0,117.0,215.0
924,68.0,117.0,215.0
925,69.0,116.0,215.0
926,68.0,117.0,215.0
927,68.0,117.0,215.0
928,68.0,117.0,215.0
929,69.0,116.0,215.0
930,70.0,115.0,215.0
931,71.0,114.0,215.0
932,71.0,114.0,215.0
933,71.0,114.0,215.0
934,72.0,113.0,215.0
935,72.0,113.0,215.0
936,72.0,113.0,215.0
937,72.0,113.0,215.0
938,72.0,113.0,215.0
939,72.0,113.0,215.0
940,72.0,113.0,215.0
941,72.0,113.0,215.0
942,73.0,112.0,215.0
943,74.0,111.0,215.0
944,74.0,111.0,215.0
945,75.0,110.0,215.0
946,75.0,110.0,215.0
947,76.0,109.0,215.0
948,76.0,109.0,215.0
949,75.0,110.0,215.0
950,74.0,111.0,215.0
951,74.0,111.0,215.0
952,73.0,112.0,215.0
953,73.0,112.0,215.0
954,73.0,112.0,215.0
955,73.0,112.0,215.0
956,73.0,112.0,215.0
957,73.0,112.0,215.0
958,72.0,113.0,215.0
959,71.0,114.0,215.0
960,71.0,114.0,215.0
961,71.0,114.0,215.0
962,72.0,113.0,215.0
963,72.0,113.0,215.0
964,72.0,113.0,215.0
965,73.0,112.0,215.0
966,73.0,112.0,215.0
967,73.0,112.0,215.0
968,73.0,112.0,215.0
969,73.0,112.0,215.0
970,74.0,111.0,215.0
971,74.0,111.0,215.0
972,74.0,111.0,215.0
973,74.0,111.0,215.0
974,73.0,112.0,215.0
975,72.0,112.0,216.0
976,72.0,112.0,216.0
977,72.0,112.0,216.0
978,72.0,112.0,216.0
979,72.0,112.0,216.0
980,73.0,111.0,216.0
981,73.0,111.0,216.0
982,74.0,110.0,216.0
983,75.0,109.0,216.0
984,75.0,109.0,216.0
985,75.0,109.0,216.0
986,75.0,109.0,216.0
987,75.0,109.0,216.0
988,75.0,109.0,216.0
989,75.0,109.0,216.0
990,76.0,108.0,216.0
991,77.0,107.0,216.0
992,77.0,107.0,216.0
993,77.0,107.0,216.0
994,77.0,107.0,216.0
995,78.0,106.0,216.0
996,78.0,106.0,216.0
997,79.0,105.0,216.0
998,79.0,105.0,216.0
